Name;URL;Codename;Cores;Clock;Socket;Process;L3 Cache;TDP;Released;Vendor
Athlon 64 3800+;/cpu-specs/athlon-64-3800.c38;Venice;1 ;2.4 GHz;Socket 939;90 nm;N/A;89 W;Apr 4th, 2005;AMD
Athlon 64 4000+;/cpu-specs/athlon-64-4000.c36;San Diego;1 ;2.4 GHz;Socket 939;90 nm;N/A;89 W;May 4th, 2005;AMD
Athlon 64 4000+;/cpu-specs/athlon-64-4000.c133;Newark;1 ;2.6 GHz;Socket 754;130 nm;N/A;62 W;Aug 16th, 2005;AMD
Athlon 64 4000+;/cpu-specs/athlon-64-4000.c552;Toledo;1 ;2.4 GHz;Socket 939;90 nm;N/A;89 W;May 31st, 2005;AMD
Athlon 64 FX-57;/cpu-specs/athlon-64-fx-57.c30;San Diego;1 ;2.8 GHz;Socket 939;90 nm;N/A;104 W;Jun 27th, 2005;AMD
Mobile Athlon 64 2700+;/cpu-specs/mobile-athlon-64-2700.c2161;Clawhammer;1 ;1600 MHz;Socket 754;130 nm;N/A;35 W;Aug 1st, 2005;AMD
Mobile Athlon 64 2700+;/cpu-specs/mobile-athlon-64-2700.c2202;Odessa;1 ;1600 MHz;Socket 754;130 nm;N/A;35 W;Aug 1st, 2005;AMD
Mobile Athlon 64 3400+;/cpu-specs/mobile-athlon-64-3400.c2193;Clawhammer;1 ;2.2 GHz;Socket 754;130 nm;N/A;82 W;Aug 1st, 2005;AMD
Mobile Athlon 64 3400+;/cpu-specs/mobile-athlon-64-3400.c2198;Clawhammer;1 ;2.2 GHz;Socket 754;130 nm;N/A;62 W;Aug 1st, 2005;AMD
Mobile Athlon 64 3700+;/cpu-specs/mobile-athlon-64-3700.c2194;Clawhammer;1 ;2.4 GHz;Socket 754;130 nm;N/A;82 W;Aug 1st, 2005;AMD
Athlon 64 X2 3600+;/cpu-specs/athlon-64-x2-3600.c431;Manchester;2 ;2000 MHz;Socket 939;90 nm;N/A;89 W;May 31st, 2005;AMD
Athlon 64 X2 3800+;/cpu-specs/athlon-64-x2-3800.c29;Manchester;2 ;2000 MHz;Socket 939;90 nm;N/A;89 W;Aug 1st, 2005;AMD
Athlon 64 X2 3800+;/cpu-specs/athlon-64-x2-3800.c432;Toledo;2 ;2000 MHz;Socket 939;90 nm;N/A;89 W;Aug 1st, 2005;AMD
Athlon 64 X2 4200+;/cpu-specs/athlon-64-x2-4200.c433;Toledo;2 ;2.2 GHz;Socket 939;90 nm;N/A;89 W;May 31st, 2005;AMD
Athlon 64 X2 4400+;/cpu-specs/athlon-64-x2-4400.c27;Toledo;2 ;2.2 GHz;Socket 939;90 nm;N/A;110 W;May 31st, 2005;AMD
Athlon 64 X2 4600+;/cpu-specs/athlon-64-x2-4600.c26;Manchester;2 ;2.4 GHz;Socket 939;90 nm;N/A;110 W;May 31st, 2005;AMD
Athlon 64 X2 4600+;/cpu-specs/athlon-64-x2-4600.c434;Toledo;2 ;2.4 GHz;Socket 939;90 nm;N/A;110 W;May 31st, 2005;AMD
Athlon 64 X2 4800+;/cpu-specs/athlon-64-x2-4800.c85;Toledo;2 ;2.4 GHz;Socket 939;90 nm;N/A;110 W;May 31st, 2005;AMD
Turion 64 ML-28;/cpu-specs/turion-64-ml-28.c144;Lancaster;1 ;1600 MHz;Socket 754;90 nm;N/A;32 W;Jun 22nd, 2005;AMD
Turion 64 ML-30;/cpu-specs/turion-64-ml-30.c142;Lancaster;1 ;1600 MHz;Socket 754;90 nm;N/A;35 W;Mar 10th, 2005;AMD
Turion 64 ML-32;/cpu-specs/turion-64-ml-32.c140;Lancaster;1 ;1800 MHz;Socket 754;90 nm;N/A;35 W;Mar 10th, 2005;AMD
Turion 64 ML-34;/cpu-specs/turion-64-ml-34.c138;Lancaster;1 ;1800 MHz;Socket 754;90 nm;N/A;35 W;Mar 10th, 2005;AMD
Turion 64 ML-37;/cpu-specs/turion-64-ml-37.c136;Lancaster;1 ;2000 MHz;Socket 754;90 nm;N/A;35 W;Mar 10th, 2005;AMD
Turion 64 ML-40;/cpu-specs/turion-64-ml-40.c134;Lancaster;1 ;2.2 GHz;Socket 754;90 nm;N/A;35 W;Jun 22nd, 2005;AMD
Turion 64 ML-42;/cpu-specs/turion-64-ml-42.c1165;Lancaster;1 ;2.4 GHz;Socket 754;90 nm;N/A;35 W;Oct 4th, 2005;AMD
Turion 64 MT-28;/cpu-specs/turion-64-mt-28.c145;Lancaster;1 ;1600 MHz;Socket 754;90 nm;N/A;22 W;Jun 22nd, 2005;AMD
Turion 64 MT-30;/cpu-specs/turion-64-mt-30.c143;Lancaster;1 ;1600 MHz;Socket 754;90 nm;N/A;22 W;Mar 10th, 2005;AMD
Turion 64 MT-32;/cpu-specs/turion-64-mt-32.c141;Lancaster;1 ;1800 MHz;Socket 754;90 nm;N/A;25 W;Mar 10th, 2005;AMD
Turion 64 MT-34;/cpu-specs/turion-64-mt-34.c139;Lancaster;1 ;1800 MHz;Socket 754;90 nm;N/A;25 W;Mar 10th, 2005;AMD
Turion 64 MT-37;/cpu-specs/turion-64-mt-37.c137;Lancaster;1 ;2000 MHz;Socket 754;90 nm;N/A;25 W;Aug 8th, 2005;AMD
Turion 64 MT-40;/cpu-specs/turion-64-mt-40.c135;Lancaster;1 ;2.2 GHz;Socket 754;90 nm;N/A;25 W;Aug 8th, 2005;AMD
Opteron 144;/cpu-specs/opteron-144.c213;San Diego;1 ;1800 MHz;Socket 939;90 nm;N/A;67 W;Aug 2nd, 2005;AMD
Opteron 144;/cpu-specs/opteron-144.c1151;San Diego;1 ;1800 MHz;Socket 939;90 nm;N/A;85 W;Aug 2nd, 2005;AMD
Opteron 146;/cpu-specs/opteron-146.c1154;Venus;1 ;2000 MHz;Socket 940;90 nm;N/A;67 W;Aug 2nd, 2005;AMD
Opteron 146;/cpu-specs/opteron-146.c212;Venus;1 ;2000 MHz;Socket 939;90 nm;N/A;67 W;Aug 2nd, 2005;AMD
Opteron 146;/cpu-specs/opteron-146.c1152;Venus;1 ;2000 MHz;Socket 939;90 nm;N/A;67 W;Aug 2nd, 2005;AMD
Opteron 148;/cpu-specs/opteron-148.c210;Venus;1 ;2.2 GHz;Socket 939;90 nm;N/A;85 W;Aug 2nd, 2005;AMD
Opteron 148;/cpu-specs/opteron-148.c1153;Venus;1 ;2.2 GHz;Socket 939;90 nm;N/A;85 W;Aug 2nd, 2005;AMD
Opteron 150;/cpu-specs/opteron-150.c1149;Venus;1 ;2.4 GHz;Socket 939;90 nm;N/A;85 W;Aug 2nd, 2005;AMD
Opteron 150;/cpu-specs/opteron-150.c209;Venus;1 ;2.4 GHz;Socket 939;90 nm;N/A;85 W;Aug 2nd, 2005;AMD
Opteron 152;/cpu-specs/opteron-152.c208;Venus;1 ;2.6 GHz;Socket 939;90 nm;N/A;104 W;Aug 2nd, 2005;AMD
Opteron 152;/cpu-specs/opteron-152.c1148;Venus;1 ;2.6 GHz;Socket 939;90 nm;N/A;104 W;Aug 2nd, 2005;AMD
Opteron 154;/cpu-specs/opteron-154.c207;Venus;1 ;2.8 GHz;Socket 939;90 nm;N/A;104 W;Aug 2nd, 2005;AMD
Opteron 156;/cpu-specs/opteron-156.c1150;Venus;1 ;3 GHz;Socket 939;90 nm;N/A;104 W;May 4th, 2005;AMD
Opteron 246 HE;/cpu-specs/opteron-246-he.c1157;Troy;1 ;2000 MHz;Socket 940;90 nm;N/A;55 W;Mar 1st, 2005;AMD
Opteron 248 HE;/cpu-specs/opteron-248-he.c200;Troy;1 ;2.2 GHz;Socket 940;90 nm;N/A;55 W;Mar 1st, 2005;AMD
Opteron 250 HE;/cpu-specs/opteron-250-he.c196;Troy;1 ;2.4 GHz;Socket 940;90 nm;N/A;55 W;Mar 1st, 2005;AMD
Opteron 252;/cpu-specs/opteron-252.c192;Troy;1 ;2.6 GHz;Socket 940;90 nm;N/A;92 W;Feb 14th, 2005;AMD
Opteron 254;/cpu-specs/opteron-254.c190;Troy;1 ;2.8 GHz;Socket 940;90 nm;N/A;92 W;Aug 1st, 2005;AMD
Opteron 846 HE;/cpu-specs/opteron-846-he.c1160;Athens;1 ;2000 MHz;Socket 940;90 nm;N/A;55 W;Mar 1st, 2005;AMD
Opteron 848 HE;/cpu-specs/opteron-848-he.c198;Athens;1 ;2.2 GHz;Socket 940;90 nm;N/A;55 W;Mar 1st, 2005;AMD
Opteron 850 HE;/cpu-specs/opteron-850-he.c194;Athens;1 ;2.4 GHz;Socket 940;90 nm;N/A;55 W;Mar 1st, 2005;AMD
Opteron 852;/cpu-specs/opteron-852.c191;Athens;1 ;2.6 GHz;Socket 940;90 nm;N/A;92 W;Feb 14th, 2005;AMD
Opteron 854;/cpu-specs/opteron-854.c189;Athens;1 ;2.8 GHz;Socket 940;90 nm;N/A;92 W;Aug 1st, 2005;AMD
Opteron X2 165;/cpu-specs/opteron-x2-165.c188;Denmark;2 ;1800 MHz;Socket 939;90 nm;N/A;110 W;Aug 2nd, 2005;AMD
Opteron X2 170;/cpu-specs/opteron-x2-170.c187;Denmark;2 ;2000 MHz;Socket 939;90 nm;N/A;110 W;Aug 2nd, 2005;AMD
Opteron X2 175;/cpu-specs/opteron-x2-175.c186;Denmark;2 ;2.2 GHz;Socket 939;90 nm;N/A;110 W;Aug 2nd, 2005;AMD
Opteron X2 180;/cpu-specs/opteron-x2-180.c185;Denmark;2 ;2.4 GHz;Socket 939;90 nm;N/A;110 W;Sep 26th, 2005;AMD
Opteron X2 260 HE;/cpu-specs/opteron-x2-260-he.c184;Italy;2 ;1600 MHz;Socket 940;90 nm;N/A;55 W;Aug 1st, 2005;AMD
Opteron X2 265;/cpu-specs/opteron-x2-265.c181;Italy;2 ;1800 MHz;Socket 940;90 nm;N/A;95 W;May 31st, 2005;AMD
Opteron X2 265 HE;/cpu-specs/opteron-x2-265-he.c182;Italy;2 ;1800 MHz;Socket 940;90 nm;N/A;55 W;Aug 1st, 2005;AMD
Opteron X2 270;/cpu-specs/opteron-x2-270.c177;Italy;2 ;2000 MHz;Socket 940;90 nm;N/A;95 W;May 31st, 2005;AMD
Opteron X2 270 HE;/cpu-specs/opteron-x2-270-he.c178;Italy;2 ;2000 MHz;Socket 940;90 nm;N/A;55 W;Dec 1st, 2005;AMD
Opteron X2 275;/cpu-specs/opteron-x2-275.c174;Italy;2 ;2.2 GHz;Socket 940;90 nm;N/A;95 W;May 31st, 2005;AMD
Opteron X2 280;/cpu-specs/opteron-x2-280.c172;Italy;2 ;2.4 GHz;Socket 940;90 nm;N/A;95 W;Sep 26th, 2005;AMD
Opteron X2 860 HE;/cpu-specs/opteron-x2-860-he.c183;Egypt;2 ;1600 MHz;Socket 940;90 nm;N/A;55 W;Aug 1st, 2005;AMD
Opteron X2 865;/cpu-specs/opteron-x2-865.c179;Egypt;2 ;1800 MHz;Socket 940;90 nm;N/A;95 W;Sep 26th, 2005;AMD
Opteron X2 865 HE;/cpu-specs/opteron-x2-865-he.c180;Egypt;2 ;1800 MHz;Socket 940;90 nm;N/A;55 W;Aug 1st, 2005;AMD
Opteron X2 870;/cpu-specs/opteron-x2-870.c175;Egypt;2 ;2000 MHz;Socket 940;90 nm;N/A;95 W;Sep 26th, 2005;AMD
Opteron X2 870 HE;/cpu-specs/opteron-x2-870-he.c176;Egypt;2 ;2000 MHz;Socket 940;90 nm;N/A;55 W;Dec 1st, 2005;AMD
Opteron X2 875;/cpu-specs/opteron-x2-875.c173;Egypt;2 ;2.2 GHz;Socket 940;90 nm;N/A;95 W;Sep 26th, 2005;AMD
Opteron X2 880;/cpu-specs/opteron-x2-880.c171;Egypt;2 ;2.4 GHz;Socket 940;90 nm;N/A;95 W;Sep 26th, 2005;AMD
Celeron D 350;/cpu-specs/celeron-d-350.c24;Prescott;1 ;3.2 GHz;Socket 478;90 nm;N/A;84 W;Jun 28th, 2005;Intel
Core Duo T2050;/cpu-specs/core-duo-t2050.c409;Yonah;2 ;1600 MHz;Socket 479;65 nm;N/A;31 W;May 1st, 2005;Intel
Mobile Pentium 4 HT 552;/cpu-specs/mobile-pentium-4-ht-552.c1257;Prescott;1  / 2;3.467 GHz;Socket 478;90 nm;N/A;88 W;Jan 4th, 2005;Intel
Pentium 4 506;/cpu-specs/pentium-4-506.c439;Prescott;1 ;2.66 GHz;Socket 775;90 nm;N/A;84 W;Jun 1st, 2005;Intel
Pentium 4 506;/cpu-specs/pentium-4-506.c438;Prescott;1 ;2.66 GHz;Socket 775;90 nm;N/A;84 W;Jun 1st, 2005;Intel
Pentium 4 506;/cpu-specs/pentium-4-506.c437;Prescott;1 ;2.66 GHz;Socket 775;90 nm;N/A;84 W;Jun 1st, 2005;Intel
Pentium 4 511;/cpu-specs/pentium-4-511.c440;Prescott;1 ;2.8 GHz;Socket 775;90 nm;N/A;84 W;Jan 1st, 2005;Intel
Pentium 4 511;/cpu-specs/pentium-4-511.c441;Prescott;1 ;2.8 GHz;Socket 775;90 nm;N/A;84 W;Jan 1st, 2005;Intel
Pentium 4 511;/cpu-specs/pentium-4-511.c442;Prescott;1 ;2.8 GHz;Socket 775;90 nm;N/A;84 W;Jan 1st, 2005;Intel
Pentium 4 519K;/cpu-specs/pentium-4-519k.c452;Prescott;1 ;3.06 GHz;Socket 775;90 nm;N/A;84 W;Jan 1st, 2005;Intel
Pentium 4 519K;/cpu-specs/pentium-4-519k.c453;Prescott;1 ;3.06 GHz;Socket 775;90 nm;N/A;84 W;Jan 1st, 2005;Intel
Pentium 4 HT 521;/cpu-specs/pentium-4-ht-521.c301;Prescott;1  / 2;2.8 GHz;Socket 775;90 nm;N/A;84 W;Jun 12th, 2005;Intel
Pentium 4 HT 531;/cpu-specs/pentium-4-ht-531.c302;Prescott;1  / 2;3 GHz;Socket 775;90 nm;N/A;84 W;Jun 12th, 2005;Intel
Pentium 4 HT 541;/cpu-specs/pentium-4-ht-541.c303;Prescott;1  / 2;3.2 GHz;Socket 775;90 nm;N/A;84 W;Jun 12th, 2005;Intel
Pentium 4 HT 551;/cpu-specs/pentium-4-ht-551.c304;Prescott;1  / 2;3.4 GHz;Socket 775;90 nm;N/A;115 W;Jun 12th, 2005;Intel
Pentium 4 HT 561;/cpu-specs/pentium-4-ht-561.c305;Prescott;1  / 2;3.6 GHz;Socket 775;90 nm;N/A;115 W;Jun 12th, 2005;Intel
Pentium 4 HT 571;/cpu-specs/pentium-4-ht-571.c15;Prescott;1  / 2;3.8 GHz;Socket 775;90 nm;N/A;115 W;Jun 12th, 2005;Intel
Pentium 4 HT 620;/cpu-specs/pentium-4-ht-620.c1098;Prescott;1  / 2;2.8 GHz;Socket 775;90 nm;N/A;84 W;Feb 20th, 2005;Intel
Pentium 4 HT 630;/cpu-specs/pentium-4-ht-630.c16;Prescott;1  / 2;3 GHz;Socket 775;90 nm;N/A;84 W;Feb 20th, 2005;Intel
Pentium 4 HT 640;/cpu-specs/pentium-4-ht-640.c17;Prescott;1  / 2;3.2 GHz;Socket 775;90 nm;N/A;84 W;Feb 20th, 2005;Intel
Pentium 4 HT 650;/cpu-specs/pentium-4-ht-650.c18;Prescott;1  / 2;3.4 GHz;Socket 775;90 nm;N/A;84 W;Feb 20th, 2005;Intel
Pentium 4 HT 660;/cpu-specs/pentium-4-ht-660.c19;Prescott;1  / 2;3.6 GHz;Socket 775;90 nm;N/A;84 W;Feb 20th, 2005;Intel
Pentium 4 HT 662;/cpu-specs/pentium-4-ht-662.c1097;Prescott;1  / 2;3.6 GHz;Socket 775;90 nm;N/A;84 W;Nov 14th, 2005;Intel
Pentium 4 HT 670;/cpu-specs/pentium-4-ht-670.c20;Prescott;1  / 2;3.8 GHz;Socket 775;90 nm;N/A;84 W;May 26th, 2005;Intel
Pentium 4 HT 672;/cpu-specs/pentium-4-ht-672.c1096;Prescott;1  / 2;3.8 GHz;Socket 775;90 nm;N/A;84 W;Nov 14th, 2005;Intel
Pentium 4 HT Extreme Edition 3.73;/cpu-specs/pentium-4-ht-extreme-edition-3-73.c21;Prescott;1  / 2;3.733 GHz;Socket 775;90 nm;N/A;115 W;Feb 21st, 2005;Intel
Pentium D 820;/cpu-specs/pentium-d-820.c1111;Smithfield;2 ;2.8 GHz;Socket 775;90 nm;N/A;130 W;May 26th, 2005;Intel
Pentium D 820;/cpu-specs/pentium-d-820.c317;Smithfield;2 ;2.8 GHz;Socket 775;90 nm;N/A;130 W;May 26th, 2005;Intel
Pentium D 830;/cpu-specs/pentium-d-830.c316;Smithfield;2 ;3 GHz;Socket 775;90 nm;N/A;130 W;May 26th, 2005;Intel
Pentium D 840;/cpu-specs/pentium-d-840.c319;Smithfield;2 ;3.2 GHz;Socket 775;90 nm;N/A;130 W;May 26th, 2005;Intel
Pentium Extreme Edition 840;/cpu-specs/pentium-extreme-edition-840.c315;Smithfield;2  / 4;3.2 GHz;Socket 775;90 nm;N/A;130 W;Apr 18th, 2005;Intel
Pentium Extreme Edition 955;/cpu-specs/pentium-extreme-edition-955.c323;Presler;2  / 4;3.466 GHz;Socket 775;65 nm;N/A;130 W;Dec 27th, 2005;Intel
Pentium M 730;/cpu-specs/pentium-m-730.c151;Dothan;1 ;1600 MHz;Socket 479;90 nm;N/A;27 W;Jan 19th, 2005;Intel
Pentium M 740;/cpu-specs/pentium-m-740.c150;Dothan;1 ;1730 MHz;Socket 479;90 nm;N/A;27 W;Jan 19th, 2005;Intel
Pentium M 750;/cpu-specs/pentium-m-750.c149;Dothan;1 ;1860 MHz;Socket 479;90 nm;N/A;27 W;Jan 19th, 2005;Intel
Pentium M 760;/cpu-specs/pentium-m-760.c148;Dothan;1 ;2000 MHz;Socket 479;90 nm;N/A;27 W;Jan 19th, 2005;Intel
Pentium M 770;/cpu-specs/pentium-m-770.c147;Dothan;1 ;2.13 GHz;Socket 479;90 nm;N/A;27 W;Jan 19th, 2005;Intel
Pentium M 780;/cpu-specs/pentium-m-780.c146;Dothan;1 ;2.26 GHz;Socket 479;90 nm;N/A;27 W;Jul 25th, 2005;Intel
Xeon 2.8;/cpu-specs/xeon-2-8.c230;Paxville;2 ;2.8 GHz;Socket 604;90 nm;N/A;135 W;Oct 10th, 2005;Intel
Xeon 3.0;/cpu-specs/xeon-3-0.c246;Irwindale;1 ;3 GHz;Socket 604;90 nm;N/A;135 W;Feb 14th, 2005;Intel
Xeon 3.2;/cpu-specs/xeon-3-2.c245;Irwindale;1 ;3.2 GHz;Socket 604;90 nm;N/A;135 W;Feb 14th, 2005;Intel
Xeon 3.4;/cpu-specs/xeon-3-4.c244;Irwindale;1 ;3.4 GHz;Socket 604;90 nm;N/A;135 W;Feb 14th, 2005;Intel
Xeon 3.6;/cpu-specs/xeon-3-6.c243;Irwindale;1 ;3.6 GHz;Socket 604;90 nm;N/A;135 W;Feb 14th, 2005;Intel
Xeon MP 2.83;/cpu-specs/xeon-mp-2-83.c237;Potomac;1 ;2.833 GHz;Socket 604;90 nm;8 MB;135 W;Mar 29th, 2005;Intel
Xeon MP 2.83;/cpu-specs/xeon-mp-2-83.c238;Potomac;1 ;2.833 GHz;Socket 604;90 nm;4 MB;129 W;Mar 29th, 2005;Intel
Xeon MP 3.00;/cpu-specs/xeon-mp-3-00.c236;Potomac;1 ;3 GHz;Socket 604;90 nm;4 MB;135 W;Mar 29th, 2005;Intel
Xeon MP 3.00;/cpu-specs/xeon-mp-3-00.c235;Potomac;1 ;3 GHz;Socket 604;90 nm;8 MB;135 W;Mar 29th, 2005;Intel
Xeon MP 3.16;/cpu-specs/xeon-mp-3-16.c242;Cranford;1 ;3.167 GHz;Socket 604;90 nm;N/A;135 W;Mar 29th, 2005;Intel
Xeon MP 3.16;/cpu-specs/xeon-mp-3-16.c232;Potomac;1 ;3.167 GHz;Socket 604;90 nm;8 MB;135 W;Mar 29th, 2005;Intel
Xeon MP 3.16;/cpu-specs/xeon-mp-3-16.c234;Potomac;1 ;3.167 GHz;Socket 604;90 nm;4 MB;135 W;Mar 29th, 2005;Intel
Xeon MP 3.33;/cpu-specs/xeon-mp-3-33.c231;Potomac;1 ;3.333 GHz;Socket 604;90 nm;4 MB;135 W;Mar 29th, 2005;Intel
Xeon MP 3.33;/cpu-specs/xeon-mp-3-33.c233;Potomac;1 ;3.333 GHz;Socket 604;90 nm;8 MB;135 W;Mar 29th, 2005;Intel
Xeon MP 3.33;/cpu-specs/xeon-mp-3-33.c241;Cranford;1 ;3.334 GHz;Socket 604;90 nm;N/A;135 W;Mar 29th, 2005;Intel
Xeon MP 3.50;/cpu-specs/xeon-mp-3-50.c240;Cranford;1 ;3.5 GHz;Socket 604;90 nm;N/A;135 W;Mar 29th, 2005;Intel
Xeon MP 3.66;/cpu-specs/xeon-mp-3-66.c239;Cranford;1 ;3.667 GHz;Socket 604;90 nm;N/A;135 W;Mar 29th, 2005;Intel
Xeon MP 7020 Dual-Core;/cpu-specs/xeon-mp-7020-dual-core.c229;Paxville;2 ;2.667 GHz;Socket 604;90 nm;N/A;135 W;Dec 1st, 2005;Intel
Xeon MP 7030 Dual-Core;/cpu-specs/xeon-mp-7030-dual-core.c226;Paxville;2 ;2.8 GHz;Socket 604;90 nm;N/A;135 W;Dec 1st, 2005;Intel
Xeon MP 7030 Dual-Core;/cpu-specs/xeon-mp-7030-dual-core.c228;Paxville;2 ;2.833 GHz;Socket 604;90 nm;N/A;135 W;Dec 1st, 2005;Intel
Xeon MP 7040 Dual-Core;/cpu-specs/xeon-mp-7040-dual-core.c227;Paxville;2 ;3 GHz;Socket 604;90 nm;N/A;135 W;Dec 1st, 2005;Intel
Xeon MP 7041 Dual-Core;/cpu-specs/xeon-mp-7041-dual-core.c225;Paxville;2 ;3 GHz;Socket 604;90 nm;N/A;135 W;Dec 1st, 2005;Intel
Athlon 64 2700+;/cpu-specs/athlon-64-2700.c66;NewCastle;1 ;1600 MHz;Socket 754;130 nm;N/A;32 W;Apr 27th, 2004;AMD
Athlon 64 2800+;/cpu-specs/athlon-64-2800.c65;NewCastle;1 ;1800 MHz;Socket 754;130 nm;N/A;32 W;Apr 27th, 2004;AMD
Athlon 64 2800+;/cpu-specs/athlon-64-2800.c55;NewCastle;1 ;1800 MHz;Socket 754;130 nm;N/A;89 W;Apr 27th, 2004;AMD
Athlon 64 2800+;/cpu-specs/athlon-64-2800.c320;Clawhammer;1 ;1800 MHz;Socket 754;130 nm;N/A;89 W;Apr 27th, 2004;AMD
Athlon 64 3000+;/cpu-specs/athlon-64-3000.c64;NewCastle;1 ;1800 MHz;Socket 754;130 nm;N/A;32 W;Apr 27th, 2004;AMD
Athlon 64 3000+;/cpu-specs/athlon-64-3000.c54;NewCastle;1 ;2000 MHz;Socket 754;130 nm;N/A;89 W;Apr 27th, 2004;AMD
Athlon 64 3000+;/cpu-specs/athlon-64-3000.c545;NewCastle;1 ;1800 MHz;Socket 939;130 nm;N/A;89 W;Apr 27th, 2004;AMD
Athlon 64 3000+;/cpu-specs/athlon-64-3000.c48;Winchester;1 ;1800 MHz;Socket 939;90 nm;N/A;67 W;Oct 14th, 2004;AMD
Athlon 64 3200+;/cpu-specs/athlon-64-3200.c53;NewCastle;1 ;2.2 GHz;Socket 754;130 nm;N/A;89 W;Apr 27th, 2004;AMD
Athlon 64 3200+;/cpu-specs/athlon-64-3200.c45;Winchester;1 ;2000 MHz;Socket 939;90 nm;N/A;67 W;Oct 14th, 2004;AMD
Athlon 64 3200+;/cpu-specs/athlon-64-3200.c46;NewCastle;1 ;2000 MHz;Socket 939;130 nm;N/A;89 W;Apr 27th, 2004;AMD
Athlon 64 3300+;/cpu-specs/athlon-64-3300.c542;NewCastle;1 ;2.4 GHz;Socket 754;130 nm;N/A;89 W;Apr 27th, 2004;AMD
Athlon 64 3400+;/cpu-specs/athlon-64-3400.c50;Clawhammer;1 ;2.2 GHz;Socket 754;130 nm;N/A;89 W;Jan 6th, 2004;AMD
Athlon 64 3400+;/cpu-specs/athlon-64-3400.c51;NewCastle;1 ;2.4 GHz;Socket 754;130 nm;N/A;89 W;Apr 27th, 2004;AMD
Athlon 64 3400+;/cpu-specs/athlon-64-3400.c546;NewCastle;1 ;2.2 GHz;Socket 939;130 nm;N/A;89 W;Apr 27th, 2004;AMD
Athlon 64 3500+;/cpu-specs/athlon-64-3500.c318;Clawhammer;1 ;2.2 GHz;Socket 939;130 nm;N/A;89 W;Jun 1st, 2004;AMD
Athlon 64 3500+;/cpu-specs/athlon-64-3500.c42;Winchester;1 ;2.2 GHz;Socket 939;90 nm;N/A;67 W;Oct 14th, 2004;AMD
Athlon 64 3500+;/cpu-specs/athlon-64-3500.c43;NewCastle;1 ;2.2 GHz;Socket 939;130 nm;N/A;89 W;Jun 1st, 2004;AMD
Athlon 64 3600+;/cpu-specs/athlon-64-3600.c2153;Clawhammer;1 ;2.4 GHz;Socket 754;130 nm;N/A;89 W;Jun 1st, 2004;AMD
Athlon 64 3700+;/cpu-specs/athlon-64-3700.c49;Clawhammer;1 ;2.4 GHz;Socket 754;130 nm;N/A;89 W;Jun 1st, 2004;AMD
Athlon 64 3800+;/cpu-specs/athlon-64-3800.c57;NewCastle;1 ;2.4 GHz;Socket 939;130 nm;N/A;89 W;Jun 1st, 2004;AMD
Athlon 64 3800+;/cpu-specs/athlon-64-3800.c2154;Clawhammer;1 ;2.4 GHz;Socket 939;130 nm;N/A;89 W;Jun 1st, 2004;AMD
Athlon 64 4000+;/cpu-specs/athlon-64-4000.c37;Clawhammer;1 ;2.4 GHz;Socket 939;130 nm;N/A;89 W;Oct 19th, 2004;AMD
Athlon 64 FX-53;/cpu-specs/athlon-64-fx-53.c34;SledgeHammer;1 ;2.4 GHz;Socket 940;130 nm;N/A;89 W;Mar 18th, 2004;AMD
Athlon 64 FX-53;/cpu-specs/athlon-64-fx-53.c33;Clawhammer;1 ;2.4 GHz;Socket 939;130 nm;N/A;89 W;Jun 1st, 2004;AMD
Athlon 64 FX-55;/cpu-specs/athlon-64-fx-55.c32;Clawhammer;1 ;2.6 GHz;Socket 939;130 nm;N/A;104 W;Oct 10th, 2004;AMD
Athlon 64 FX-55;/cpu-specs/athlon-64-fx-55.c31;San Diego;1 ;2.6 GHz;Socket 939;90 nm;N/A;104 W;Oct 10th, 2004;AMD
Athlon XP 2600+ DTR;/cpu-specs/athlon-xp-2600-dtr.c93;Barton;1 ;1917 MHz;Socket A;130 nm;N/A;55 W;Nov 19th, 2004;AMD
Athlon XP 2800+ DTR;/cpu-specs/athlon-xp-2800-dtr.c92;Barton;1 ;2.083 GHz;Socket A;130 nm;N/A;55 W;Dec 29th, 2004;AMD
Athlon XP-M 2200+;/cpu-specs/athlon-xp-m-2200.c2826;Barton;1 ;1667 MHz;Socket 563;130 nm;N/A;27 W;Jul 24th, 2004;AMD
Athlon XP-M 2800+;/cpu-specs/athlon-xp-m-2800.c2825;Barton;1 ;2.133 GHz;Socket A;130 nm;N/A;55 W;Jul 13th, 2004;AMD
Athlon XP-M 2800+ (72W);/cpu-specs/athlon-xp-m-2800-72w.c2824;Barton;1 ;2.133 GHz;Socket A;130 nm;N/A;72 W;Jul 13th, 2004;AMD
Mobile Athlon 64 2700+;/cpu-specs/mobile-athlon-64-2700.c2163;Clawhammer;1 ;1600 MHz;Socket 754;130 nm;N/A;82 W;Aug 1st, 2004;AMD
Mobile Athlon 64 2800+;/cpu-specs/mobile-athlon-64-2800.c2195;Clawhammer;1 ;1800 MHz;Socket 754;130 nm;N/A;62 W;Aug 1st, 2004;AMD
Mobile Athlon 64 2800+;/cpu-specs/mobile-athlon-64-2800.c2201;Odessa;1 ;1800 MHz;Socket 754;130 nm;N/A;35 W;Aug 1st, 2004;AMD
Mobile Athlon 64 2800+;/cpu-specs/mobile-athlon-64-2800.c2199;Odessa;1 ;1800 MHz;Socket 754;130 nm;N/A;82 W;Aug 1st, 2004;AMD
